,hodnotenie,hodnotenie_numeral,komentar,id
1252,negativní,2,"U tiskárny mi vadí 2 věci. Za prvé je to hlučnost, která je opravdu dost na hraně a druhá,mnohem zásadnější je,že tisk není zcela v pořádku. Možná je to pouze můj vadný kus,pokusím se o reklamaci,ale při tisku obyčejného textu mám na zhruba každém 5 řádku písmo mírně uhozené. Připomíná trochu kurzívu. Písmenka úplně nenavazují. Dost mi to vadí ale jak říkám,pokusím se reklamovat a pokud uspěji,rád se zde omluvím :)
",50fffc6bf0f936b396d50fa605e16393e5a8248df47bdc5daaf2045756d01b2b
1253,negativní,2,"U tiskárny mi vadí 2 věci. Za prvé je to hlučnost, která je opravdu dost na hraně a druhá,mnohem zásadnější je,že tisk není zcela v pořádku. Možná je to pouze můj vadný kus,pokusím se o reklamaci,ale při tisku obyčejného textu mám na zhruba každém 5 řádku písmo mírně uhozené. Připomíná trochu kurzívu. Písmenka úplně nenavazují. Dost mi to vadí ale jak říkám,pokusím se reklamovat a pokud uspěji,rád se zde omluvím :)
",c14f406e92a3d6002a1fedff8ba02b422b29cf50e3e524d6b6838433a4e2038a
1254,negativní,2,"U tiskárny mi vadí 2 věci. Za prvé je to hlučnost, která je opravdu dost na hraně a druhá,mnohem zásadnější je,že tisk není zcela v pořádku. Možná je to pouze můj vadný kus,pokusím se o reklamaci,ale při tisku obyčejného textu mám na zhruba každém 5 řádku písmo mírně uhozené. Připomíná trochu kurzívu. Písmenka úplně nenavazují. Dost mi to vadí ale jak říkám,pokusím se reklamovat a pokud uspěji,rád se zde omluvím :)
",fb69f167ff5ab26d315764c87680577b2ee11e9ecd0b427c2a68e7117515a047
1255,negativní,2,"U této karty mám problém s tím, že vyžaduje formátování, pokaždé co si skopíruji fotky do počítače. Jinak nefunguje na 100% a některé snímky se špatně uloží.
",33934d0302b172a6caad7117ef677dcea3c8929e412bcfac26820e2f84e0639f
1256,negativní,2,"U výrobku je uváděna nosnost pejska do 7 kg. My máme asi 6-kilového a už je to dost problém, košík se naklání hodně dopředu - jistící lanko nepomáhá, naopak se ještě natáhlo a už z upevňujících šroubů nejde vytáhnout a došponovat (je rozmáčknuté), takže jsme to museli řešit vypodložením. Myslím si, že košík je vhodný tak maximálně do 5 kg - jinak je perfektní, z pevného plastu a pro pejska pohodlný. Firmu mall. cz hodnotím na 1* - i když jsme napřed objednali špatný typ košíku a museli jsme od kupní smlouvy odstoupit a objednat nový, proběhlo vše bez problémů a peníze jsme měli zpět na účtu do týdne. Omlouvám se, ale toto hodnocení patří k výrobku Atlas Bike Classic, který jsme si objednali následně.
",48b512a02394359f5f8ad21b1ef11ee055c836978b8a11f0fca0ba490cd3c7d4
1257,negativní,2,"U výrobku po druhém vaření se odlupuje stříbrná barva u okraje jak je posazená první nádobka,tak jsem, zklamaná a jak budu mít čas ,tak výrobek vyrekjlamuji. Magda Štěpánková
",c68a16e0d0e8d0096666ed3ee1d35ae0a7ba67b3cd9c529c057cf8bb024e2fb8
1258,negativní,2,"U výrobku se mi líbí jednoduchý a nenápadný design. Docela nepraktické jsou malé tlačítka pro nastavení času a datumu. Několikrát se mi stalo, že jsem si hodinky nedopatřením přenastavila, když jsem měla dlouhý rukáv. Navíc speciální úprava vnitřní strany pásku zrovna moc dobře pot neodvádí.
",d549e4c55105107d922977d154897e24ea613bd9a27b3cf2c4286a7888125c4d
1259,negativní,2,"UFO se rozbilo druhý den, lepidlo nepomáhá. Zajímavá hra, pokud plast bude ještě pevnější.
",7a0b017f3f7803cf6374243c8d041b5fc733a1f129125d6a696fba51bba4a0aa
1260,negativní,2,"Ubrousky jsme vyzkoušely kvůli dobré ceně, ale vrátíme se k původním. Tyto ubrousky jsou rozměrově skutečně menší než ostatní a utírání zadečku není tak komfortní, spotřebuje se jich mnohem více ....
",f9abbd671dff3faf4191be6596b1c064dfd87d698824446659b73ad33ddcc5f3
1261,negativní,2,"Ubrousky jsou dobré co do vlhkosti a materiálu. Tyhle mně osobně spíš smrdí, ale to je asi věc vkusu. Obal se ale při rozlepení celkem lehce roztrhne, takže je pak nejde dobře uzavírat.
",1381b120cff593168fb50d13806b6e96fa0ae1878422ce51c6841f700b801c0b
1262,negativní,2,"Ucel /poveseni TV na zed/ splni. Nepocitejte ale s nejakym jejim natacenim do stran ci dokonce preklapenim o 90 apod. stupnu. S puvodnim sroubkem na dotazeni zavitu se televize stale otacela hodne nakrivo... vymenil jsem ho za klasicky sroubek s moznosti utazeni sroubovakem (puvodni ma jakousi paku primo na sobe, takze se utahuje jenom prsty) a drzi o trochu lip, presto se TV sklani trochu ""dolu"". Priste bych koupil fixni drzak. PS: Vesel jsem na to 32 palcovy LCD od LG.
",533cd2f3833e503df85173c98b5144829456df3c1a5306911082e90ccbfb91a5
1263,negativní,2,"Ucházející v rámci ceny.
",6193465028bcb905ff14e1ed3410303f7726586880bfe4852c63ab4dc948f132
1264,negativní,2,"Upřímě nic moc. S ohledem,na fakt že mám téměř všechno nářadí od této značky a jsem maximálně spokojen tak v tomto případě to říci nemohu. Ocel je kvalitní, ale výrobce šetřil, takže klíny jsou poměrně malé a štíhlé, tudíž při štípání čerstvého dříví se obtisknou a je jich třeba vícero :(. Na špání polínek by asi stačily, ale třeba na pařez zapomeňte. Již zmíněnou malou velikostí a snahou uspořit jsou hodně úzké a vyžadují maximální přesnost na úder jinak Vám vyskočí a je nutné je znovu osazovat což při používání velké palice dost naštve. Spíše se jedná o hobby záležotost pro polínka.
",af1701392ddb854554f027f561b277c74ffab8a60f23c387c475a7254838ecc6
1265,negativní,2,"Určitě kvalitní a chutné krmivo, jen bych si představoval snadnější vylučování bezoárů. Přestože je určeno pro kočky s dlouhými chlupy, jeho účinek nás příliš nepřesvědčil, naše kočky měly zažívací potíže stále stejné.
",39864259b02ecc6265a4c03c3e132e4a38f3c7b274ea2d1588c0303556cee49c
1266,negativní,2,"Určitě zajímavý artikl, příjemně se nosí a ze zkušeností vím, že pásek netvrdne. Jen mě zklamala barva, která nesedí s obrázkem. Hodinky nejsou pastelové, ale sytě zelené a není možné volit velikosti pásku, pro drobnější postavu jsou volnější.
",d9fcd6609f54bb9670a47bc75bf5dab7be69b9dfd1bcac3807c2a03edcd7abe1
1267,negativní,2,"Uspokojí ,ale nenadchne.Velmi hlučné ventilátory a deska zůstává po vypnutí dlouho horká,což u indukční desky jiných značek není.Koupili jsme tento typ pro nižší provedení (je blízko trouby).Některé nádoby je nutno posunout než sepne indukce - to Elektrolux ani Siemens ani Bosch nikdy nedělal.Příště bych si tento výrobek nekoupil.Vladimír Jílek
",f32438934f9b355e289ba418a81a285fe9b4d4c2dd4859daf5fe150e58e4ed4c
1268,negativní,2,"Uvítala bych větší mezery mezi šňůrami, při plném zatížení se sušák prohýbá. Vybrala jsem si tento sušák, protože vyhovuje mým potřebám. Vrátila jsem se z jižní Itálie, tam podobné sušáky byly téměř všude. Jarmila
",08258799b048d0bacf7886d8552eb1033894288e13368f2487f912de92585e35
1269,negativní,2,"Uzavírání je výborné, neteče ale teplotu mi přijde, že moc dlouho nedrží.
",f08b3770274a7db0e8fb5faaf3018bf1a3747b9ba272d663d26e1637f48a2ba3
1270,negativní,2,"Už to tu psali ostatní - pouzdro je příliš volné. Jinak je dobré kvality.
",9f66bf5e61413df5b2a1f685f6dd5a8816e6a5d9573a4d783b03a9eccf5c8c6b
1271,negativní,2,"V balení nebyl český návod! Ten jsem si stáhla z internetu a vatu dělala přesně podle něj. Víc cukru bylo na stranách mísy (používala jsem jemný cukr krystal. )Když už se tedy něco málo cukrové vaty bylo, chutnala stejně, jako z poutě. V návodu se píše, že se má používat čistý cukr. Barvený jsem zatím nesehnala. Takže prozatím jen bílá cukrová vata....
",820e93a6b2f006ee0343d346bc4430945aebc40e2d0852568fdb61e167e7e228
1272,negativní,2,"V domácnosti to stačí, doporučuji
",f1fc0fd1bcc697849c83f48ba0a005c236c5002864467a30016390741906714e
1273,negativní,2,"V nejbližší době budu výrobek reklamovat. Baterie vydrží nabitá maximálně den a půl při provozu 10 min hovoru a cca 5 sms.
",16d9905b92cc1b95f5785b9e3a1f61ea986747a6be4a6678f366d122d4dbf8a4
1274,negativní,2,"V podstatě jsem spokojen, ale"" při poslechu rádia pří snaza snížit hlasitost se přepne telefon na tichý provoz, ale vypne úplně i ostatní , to znamená zvonění, atd..Protože rádio napoužíván a o závadě vím, telefon si ponechám a nebudu reklamovat.
",154f4cb46f0d6839582868eafea8bf5dec798409b9aa4f53882a24a234e896cf
1275,negativní,2,"V popisu byla uvedena mísa XXL, bohužel výrobek má pouze XL mísu. Jinak vše v pořádku.
",6ea1325bd898bd36f60793a105d5b34ed55b0203b23010ce754ebcc316eb690e
1276,negativní,2,"V popisu bylo,že svítí,ale tuto funkci jsme nenašli.Jinak jsme spokojeni.
",d0dd4bb46632fe38d1dbf14098b6bd105ec03fcc2bfeb6f183186e7ca60352ed
1277,negativní,2,"V popisu je uvedeno že je držák vhodný pro iPhone. Z toho důvodu jsem si jej zakoupil. Pro iPhone bych ho ale NEpovažoval za vhodný. Záda držáku podpírají telefon do méně než poloviny a boční úchyty předpokládají tlustší telefon. Ve výsledku je iPhone držen velice volně, nakloněn dozadu a mám dost obavu že z držáku vypadne. I tak držák považuji za použitelný, ale na Pražských silnicích telefon za jízdy několikrát posouvám aby nevypadl.
",e58a5ae8bf3e7813be4d92413060e52460eafd1c652a8615e50c609b510ce98d
1278,negativní,2,"V porovnání cena/kvalita nemohu říct, že by byl špatný, je to tak průměr, ale nejsem moc spokojená, je dost jemný, takže ho kocourek hodně vynáší ze záchodu a navíc i dost prašný. Znovu ho asi nekoupím.
",a13424d961622509b20100c86cb2fe5278d9e4a0a4a68e6ac7496231683671e5
1279,negativní,2,"V porovnání s nejlevnějšími produkty Western digital a přehrávačem Egreat z naší strany jednoznačně velké zklamání. Display je zcela zbytečný (velikost), přístroj se často seká a je třeba ho celý restartovat, během přehrávání filmu se sekne, přehrávání ukončí a přeskočí do hlavní nabídky, má problém s načtením disku (kupodivu umístění disku dovnitř přehrávače vše ještě zhoršilo), dlouho startuje, ovládání (i když ovladač je vcelku kvalitní) pomalu reaguje. Trochu pomohlo až snad čtvrté přehrání firmwaru (starší verze pro tento přehrávač se jeví zatím jako nejlepší řešení). Zvuk ventilátoru je hlasitý, a nelze ho vypnout ani když v přehrávači není vložený disk, jehož chlazení má zajistit. Doporučuji si koupi rozmyslet a spíš se poohlédnout jinde, ve stejné cenové kategorii se najdou mnohem kvalitnější kousky.
",baa1c7fe9b80d357d48c4ceec9c7957267d970c6a8a6acd06cda4ffa558ec9d2
1280,negativní,2,"V porovnání s předchozí žehličkou (Tefal Ultra Gliss) je nepoměrně těžší a hůře klouže, ale na druhou stranu, síla páry je dostačující a například ložní přádlo se dá žehlit i složené. Takže spokojen
",252cb8d8985f4a1b747abe86fd91786c71cd9c22860fd8e15696bf791e98a485
1281,negativní,2,"V počítači nebo v jiném přehrávači nedrží na 100% Při pohybu přehrávače vypadává ze zdířky, ztrácí se signál a je slyšet šum. Když je přístroj v klidu, tak problém není.
",49275dd8c44594f1257f5734e7ceb247c4a3621854a68a607b9f9f839f4ee3cb
1282,negativní,2,"V pořádku .
",0fb5f013e94be46984f4cb42278559a55e85140231a0b4859416c8b0fdbc7a2d
1283,negativní,2,"V principu dobrá věc, v bazénu měří stále dobře, ale po čase začala základna chytat signál od čidla jiného bezdrátového teploměru, takže na základně není teplota bazénu, ale neznámého čidla. Bohužel to nejde řešit, základna nemá přepínač kanálů (frekvencí).
",90df46354b4dfac7dc36f7780eb4d1dc7d0fc08d78ab2f562849c450f9517956
1284,negativní,2,"V sedacce nedrzi, vypadava
",5afa1fbb5a7f90d26b095330b971390eaeaa3d04483ee3b65519d9cd228a5c41
1285,negativní,2,"V této cenové kategorii plní nadprůměrně svůj účel.
",6f7ab61cf3b3f3f8e7e83ebf0abd9a9c4e76eca8a667ee0a58cf76392c7fd319
1286,negativní,2,"V zásadě dobrý,jen po vybalení příšerně smrdí nedvětranými zbytky komponent z výroby pěny. Zhruba 10 dnů je nutno jej nechat vysmrádnout mimo dosah lidí.
",d9c433eb7d522e422079103b121bf7418ad82d23030ad8dc29a249bd8c9111a7
1287,negativní,2,"Vadí mi, že brašna po nosiči od stejného výrobce klouže zepředu dozadu, její zajištění by bylo vhodné dopracovat.
",7df552172ac05906b70d6f11076f6858c0cd4127a3f89af5328faead345a2f4e
1288,negativní,2,"Vanička je hrozně malá.Určitě není pro děti od narození.Zkoušeli jsme ji od 3měsíce a má vůbec se tam nevleze,hlavičku má na křivo.Je to spíš pro větší děti a třeba na cesty.Takže pro nás vyhozené peníze.
",68a9b010056c8b43cd754e0ead6de26a41c3ee5d530b11659a3a46ba58d84df9
1289,negativní,2,"Vcelku dobrá bunda až na nepřesné stehy v některých částech bundy, čili tradiční ...dodělej si sám :-( jospe
",21b174e37ea520a1f0738390002cfb83281422aef43f683d3f37e6ec2162b764
1290,negativní,2,"Vcelku dobrá mikrovlnka, solidní ovládání, dobrá funkčnost. Nedostatky- velký odpor otvírání a pokud je otevřená svítí, i když je program ukončen.
",714739e1acbefd1ddf2db8775c5d03f080577fc395d634c928d0788a9ab9b576
1291,negativní,2,"Vcelku dobrá stroj na domácí využití.
",0d0aeae6a6d0415a223e7510112bba9071ac43061cc5936dd6a7382744b41f58
1292,negativní,2,"Vcelku dobré. Super cena.
",47edcdc58b91524ea6b00685eb57b42c215060a997068287012881443dbb1a8c
1293,negativní,2,"Vcelku dobrý telefon. + výbava, funkce, foťák, výdrž. - ovládání a některá nastavení (např. funkčních kláves).
",23449d9b0c7303709eb5d5b1ecf6e35943fc4b9df617b7552f63e0c995cc8f85
1294,negativní,2,"Vcelku jsem spokojená.Jen nástavce jsou k ničemu.Ale bišonka jsem ostříhala snadněji,než klasickým strojkem na vlasy.Není moc hlučný,nepřehřívá se.Pro domácí použití postačí :o)
",71935f47315da7b596dc7e55a6f455cecf27427786b1152f14620d37ea785e07
1295,negativní,2,"Vcelku slušná sušička, při plné zátěži se však občas zapařuje a nedosahuje maximální možné teploty (snad jen na spodním kotouči). Je však skladná a lehká pro manipulaci. Talíře jsou vyrobené z poměrně křehkého plastu, v tomto ohledu jsou výhodnější výrobky s kotouči z plastu pružnějšího /jako např. klasické umělohmotné misky), který při běžném zacházení a mytí téměř nemůže prasknout.
",03b0f2aa1969efcf9ad008825f107101fb78719fb2176990d75be191f4cadef7
1296,negativní,2,"Ve skutečnosti jsou menší než se zdají na obrázku, čili se lépe hodí na útlejší ručku. Rafičky jsou krátké a malé, ciferník je více utopený, takže horší čitelnost. Nicméně v dané kategorii a pro určení přibližného času postačují.
",87c745ec647d48e55ac4940ff46d3a62a19b50f26f7550934aa4ee1d895c3604
1297,negativní,2,"Ve skutečnosti jsou menší než se zdají na obrázku, čili se lépe hodí na útlejší ručku. Rafičky jsou krátké a malé, ciferník je více utopený, takže horší čitelnost. Nicméně v dané kategorii a pro určení přibližného času postačují.
",cef04e882aa49a467029fc0b23fb02802e4e2f85a44d5204b3c722414f13aeab
1298,negativní,2,"Ve skutečnosti vypadá laciněji než na fotkách. Vedle mého 13,3"" lenova už se nevejde přihrádka na zdroj. Jinak je taška praktická a solidně zpracovaná, jak je u Dicoty zvykem.
",8f471d869e24f497c7b241ae4c91f8bc497341442033d2fdf4e59fd75fd3481d
1299,negativní,2,"Velice pěkny,ale málo výkoný.Dobrý na drobky,ale vlasy nebo kobereček nevyluxuje.
",73a17fad9738f20ba1707654dabc6521b63adc1302dbe6c0e296d8aead504f2f
1300,negativní,2,"Velice pěkné zpracování, pohodlně se nosí. Dost nepříjemné je ale ovládání času hned pod displejem - stačí o něco zavadit a snadno si přepnete čas.Trochu jsem se bála nepraktické bílé barvy, ale zatím se mi veškeré šmouhy atd. podařili umýt, což bylo příjemné překvapení
",207b644b59e6969235a9506dada68737c3a69b591e848ee58399ea8f6d7ced18
1301,negativní,2,"Velice pěkný, prostorný stan pro děti. Ovšem děti od 3 let a starší tomu dávají dost zabrat, ale zatím se docela drží. Škoda, že nejde nějak upevnit k zemi na trávníku, aby ho děti nepřevracely.
",5973c831e65e1f3af8bcce9228a790549dd0063362baf8ffda4cdd259253ca8b
1302,negativní,2,"Velice špatná volba. Asi nejsem první, ale hned první den sekundární reproduktor přestal fungovat. Provedení vodičů je také velmi nekvalitní. Jeden z nich nepřežil týden občasného používání. V podobném duchu bych mohl pokračovat ještě v několika větách, ale hlavní je, že bych nikomu soudnému tento výrobek nedoporučil.
",73a5e03daedad8db81a928d5eb163f50533d714be7298010b2f937fd71e2d673
1303,negativní,2,"Velikost je menší, než je pro danou velikost obvyklé, navíc se po jednom vyprání při 30 stupních ještě trochu srazilo. Barva je tmavší než na obrázku. Vypadá sice krásně, ale materiál je hrozný....jak kdybych měla na sobě něco mezi igelitem a betonem....
",22c21db3a1c1a46bbb46f1774416dbd8ead2f04ee286707b3419a577506fcbfe
1304,negativní,2,"Velikost nesouhlasí S je jako L
",fdefe5817b5317e8a5e0197d7bc392d05900f050ba23bd9b798571841434f257
1305,negativní,2,"Velikost plenek 4+ mě zklamala. Plenka je srovnatelná s velikostí 4, né-li menší. Takže pokud nějaká maminka bude chtít přejít na větší velikost, tak si kupte rovnou 5, ty jsou o dost větší. Jinak kvalita je pořád perfektní :-), lepší plenky neznám. Pěkné nakupování všem.
",1c8f99b0e1d16e0d7e3a4c626e3fc51e2247731f89863a0521fecfbaaedb32fe
1306,negativní,2,"Veliká rychlost, provedení samotné bugyny. Problém s ovládačem řízení - jde stuha, není příliš dobře provedeno. Není vhodná pro dítě do 10 let - ovladač dlouho nevydrží.
",3dcb0618b7899472093952b6a1ebf89871b13ca6979c86bb5f46805386e616e2
1307,negativní,2,"Velká spokojenost s funkcemi. Vyměnil jsem svou deset let starou kalkulačku CASIO za novou, a ta nová umí víc než se dá rozmně využít. Trochu mám obavy ze zpracování, kalkulačka se zdá být méně ""bytelná"" než starší kalkulačky. Zjevně není dělaná tak, aby ""vydržela"".
",1891b4d63f444d5b4b0496850419ff80537b34599e0098a4e0c2f26fd3fd93f0
1308,negativní,2,"Velká vada na kráse je různorodé namotávání šňůr. Pokaždé zůstávají některé šňůry prověšené.
",0c1127f2b7bf34d85f4b5d5379d1a08da56f1a0513ec6e5801337050ffa57d3c
1309,negativní,2,"Velké, prostorné, ale mohlo by být stabilnější...
",c3993d472dc9083da5f1de5d30227aa80c7a079fd4b541961de9b5a017553c75
1310,negativní,2,"Velký rozptyl měřených hodnot - nepřesná. Jinak pěkná a levná, o to u váhy jde...
",7091933ad3a54c38e0bebb262d27db4279557665c77e41f9be2e5b8cabdeee02
1311,negativní,2,"Velkým nedostatkem tohoto výrobku je naprostá nestabilita. Nohy se dají roztáhnout jen kolmo a nejdou nijak zaaretovat. I při malém zavadění o sušák z boku se pak nohy prostě sklopí a celý sušák se z té strany poroučí k zemi. Ze stejného důvodu je téměř nemožné sušák přenést z místa na místo a tam ho v klidu postavit. Bohužel nemohu doporučit a mrzí mě, že jsem neměla možnost sušák vrátit ve 14denní lhůtě (nikoliv z viny obchodu). :-(
",69c555facc47a2879ab2810d5e9e91f06a8fb44a007e6931f1d5ff221c2fc00d
1312,negativní,2,"Velmi chatrný, tenouké lištičky, na které se bojíme připevnit věšáčky a cokoliv pověsit. Mezi lištami jsou fuky, dveře i při dovření odstávají, takže dovnitř mohou vběhnout myši. Pro použití na více zahradních sezon bych doporučovala bytelnější provedení. .S.Andresová
",919d212e7019413941011974114586578a5887c3bb944798da004b937f9b792f
1313,negativní,2,"Velmi dobré, chybí mi osvětlení displeje
",5b728f570174940406512045f5f98452632ffb05cdf03030136f389bae6166ef
1314,negativní,2,"Velmi dobré, pouze nesedí velikost bot
",43380c041d4d6301a0fbbdcecbbd71222ddd902ca5d0aadc2dd25f247dfc13e2
1315,negativní,2,"Velmi dobrý pomocník pro malou zahradu.Jsem s výrobkem spokojen.
",8cc1a9697600255bf61b090229b9b5e34eedf6f45a41a2390257f82738589938
1316,negativní,2,"Velmi hrubé opracování, nutnost před hraním dětí všechny dílce očistit od ostrých plastových třepů, samolepky jsou trošku mimo mísu, nesedí. Zpracování barevné velmi hezké. Vcelku za menší cenu asi přijatelné, při dalším takovém nákupu bych uvažoval o kvalitnějším výrobku.
",bc6bec3c1e6a437e3884424beb6a3efd9c89e28c99befc0ea84a15fb3a9213db
1317,negativní,2,"Velmi lehka, snadno ovladatelna, horsi vyplet (hodne mekky)... Pro rekreacni pouziti plne dostacujici. Idealni pro damskou cast populace :-)
",27423eef5b0f7105717fbe95a61d7abe068169fa1ee92a9e35bf8f035352a2d1
1318,negativní,2,"Velmi lehké a kvalitní provedení. Jediný problém je celkem velký klip pro uchycení na brýle, který zasahuje do pozorovacího úhlu.. Ten pak rušivě působí při sledování obrazu.
",2824e4f27111db7a18ce9dbeb8418eecf9737619b9be727b6b48c8c1a3777c72
1319,negativní,2,"Velmi levné provedení.
",6e9fad7a85921129dae4cc624230c68fa8645c38d251af169af749f39af36239
1320,negativní,2,"Velmi male, spise pro detskou ci zenskou ruku. Reminek je z umele hmoty, ale neni pod hodinkami, takze kdo ma alergii na kov, muze mit problemy.
",8674a4363d2c2b4aef1ef536b572ddff5ab2932756ca492cc74df299ce7f3288
1321,negativní,2,"Velmi neprakticke pouzdro, pri foceni visi za jednu stranu fotoaparatu, nelze ulozit slunecni slonu. Nedoporucuji.
",ae60b23e7815286c5e9a8f5fbdc2a3bfdb183d6efb180e1ae54f0fa1442ed2eb
1322,negativní,2,"Velmi nespokojen. Naprosto nemožné ovládání, např. při poslechu alba se jen jednou můžete vrátit na seznam skladeb v albu, poté již to není možné, jen náročným proklikáním celého menu...zvuk nad úroveň hlasitosti 25 (z 30ti) chrčivý, nekvalitný - a to na různých sluchátkách. Některá sluchátka - zvl. dražší - vypadávají, každá rotace 3,5mm jacku znamená ztrátu kontaktu, paměť přístroje nepodporuje adresářovou strukturu, tagy jsou silně zmatečné a promíchané. Snad jen fakt, že skladby na mikroSD kartě adresářovou strukturu podporují. Zvuk spíše průměrný, reakce na EQ téměř nulová, žádné uživatelské nastavení, jen přednastavené mody Jazz, Rock atd. Prost shit na vyhození.
",b020d2485ebb4d09bdecfecfd8295bb19e6ab649e11372aab74ff1e54baf0b3e
1323,negativní,2,"Velmi nešťěstně řešené uzavírání pytlů a odsávání a následné uzavření otvoru pro odsávání. Kdybych věděla, že zde není klasiký, pohodlný a jednodušší způsob, nezakoupila bych je.
",c2397fab1485a55bed209c3b6d97bbc16067a70cf099249fac1710b1f97d7ca6
1324,negativní,2,"Velmi pekbny.Bohuzel neustale chladi,pokud stahnu teplotu vino neni dokonale vychlazene.Musi stale bezet na plny vykon.
",066cca3d5c169497d129b837472e2d3e17df662e531efceec02127efec7b4178
1325,negativní,2,"Velmi pěkný design, příjemně velké otvory. Bohužel neopéká chléb rovnoměrně, asi OK v poměru k ceně.
",e027fae807820bee345f605b1a4abe85ccd22a821a43f5065b4d4792b7dd6862
1326,negativní,2,"Velmi pěkný design. Odsávání přiměřené. Výborný poměr cena/ výkon. Je trochu hlučnější,ale s tím jsme za tuto cenu počítali.
",1ff24722ffb026bd895e2e1527474523bf759d8726d1a4cf34d3a980ff163879
1327,negativní,2,"Velmi příjemná nevtíravá vůně, nevydrží ale dlouho. klasická toaletní voda.
",06e94b66fb8720d09e652c7ae9dfd17be88e4ca38b6bcf30b90daf3a2a7a811b
1328,negativní,2,"Velmi příjemná sladší vůně.
",cfdb10332b44ba15d071688fa75e04675349c51bf99323a28bf790b43ff2b4da
1329,negativní,2,"Velmi příjemný materiál, podle popisu a hodnocení kupujících jsem očekával vyšší tepelný komfort.
",ba5d186f91770d8c3a37468bc20d28a33ed9dc8d11c011fd8a0ff2e9712c6c3f
1330,negativní,2,"Velmi skladná, ale manometr je opravdu mini, navíc pokud pompujete s ventilkem ""dole"", není na něj vůbec vidět, a pokud je ventilek ""nahoře"", sice manometr vidíte, ale pěkně se nadřete.
",dc7273ab5d4aaa7416b66793d88ec6462f6fa626d4e831a63ca213537e49c5e6
1331,negativní,2,"Velmi slabý příjem signálu i při použití externího napájení.
",536d09b20b43edadcced8ad73708852ccb175f6e3491e8b1e4e1b5a6700ff55d
1332,negativní,2,"Velmi spokojen s režimem měření vzdálenosti. Bohužel slabý laser - na přesvětleném povrchu se ztrácí jíž na malou vzdálenost - měří stále přesně, ale nevíte co... Nelze použít jako vodováha - vložená kapslička je příliš malá tudíž vzniká i na malou vzdálenost velká nepřesnost. Oproti jiným výrobkům velmi dobře čitelný display. Cena odpovídá předpokládáné kvalitě (Bosh), takže doporučuji.
",e7e5720087a89207149c4ee43e825e3e3a73ca3258356ad265951b8e2406ab8c
1333,negativní,2,"Velmi vhodný pro běžnou potřebu v domácnosti pro kutiský účel. Nedořešeno je souosé nasazování hadice na ventilek.U malého průměru kol nelze nasadit. Vhodnější je pravoúhlá koncovka.
",d324b53b8ea6c6ba31d5d659104b1ddbd6fccb22f04b0a63b3d469f2376e1fba
1334,negativní,2,"Velmi zvlastni vune. Koupil jsem ji, aniz bych vedel jak voni (jen podle popisu vune a podle komentaru ostatnich). Pouzivam ji, ale neni to uplne muj salek kavy. Po druhe bych si ji jiz asi nekoupil. Lidem v mem okoli, ale voni, takze doporucuju si nejdriv privonet, nez si Diesel Zero Plus Masculine zakoupite.
",05bea4824cb8fee4c2c0d5db709955d060010eea85694de632b749b5fe9d9686
1335,negativní,2,"Velmi špatné, nestabilní, vypadá robusně - ale není to tak, nedoporučuji !
",f58cb610dbbfd0006f0ac4502048e2376f845567632a93f4155db67326503d74
1336,negativní,2,"Velmi špatně se otevírá. To je hlavní nevýhoda. Druhou je fakt, že nevíte před přijmutím hovoru, kdo volá. Jinak je velmi pěkný.
",c370fbd6cc90c26e15225acd593e910ae58f7a27f01f1fa811cf9314c024d5e5
1337,negativní,2,"Venkovní teplota neodpovídá,venku je -8,7 a na předovědi pro dnešní den je Hi-4 a Lo taky -4st.A včera dokonce LO bylo 53 st plus???No uvidíme dál,nemáme přístroj dostatečně dlouho.
",6e2cbf19ccffd98b37a32add1cf436cda9b251a824c3a807512c1a5049a3d93f
1338,negativní,2,"Ventilátor má mnoho funkcí, díky dálkovému ovládání je obsluha komfortní. Trochu nám vadí vyšší hlučnost, kterou bychom vzhledem k ceně očekávali naopak minimální. Z hlediska designu ventilátor splnil naše očekávání, jen jsme trošku překvapeni, že střední (černá) část je vyrobena z plastu - vliv na stabilitu to ovšem nemá.
",1f04b2cc040b36bdeaa7983b17e542c5ec0ff48179b9f73673fd6cc860a8e937
1339,negativní,2,"Vhodný k preventivní očistě uší.
",5aac6a5088a4229319aea70dc9546d96211ad159483d3009c97dd4c2cc2542dd
1340,negativní,2,"Vlastním starší GPS navigaci MIO 710C, ale když jsem jí upevnil do držáku, tak ve spodní části, jsem nemohl připojit kabel na přehrávání TMC, případně sluchátka. Připojení bylo bráněno válečky, které se nacházejí ve spodní části. Když jsem zkrátil spodní držák (dal jsem ho blíže k sobě), tak nešlo připojit nabíjení z autobaterie. Pokud se jedná přichycení na čelní sklo, tak je výborné, rovněž tak jeho další aretační možnosti. S jinou navigací GPS, jsem v držáku nezkoušel, tudíž nemám, žádné další zkušenosti. Jinak bych chtěl ještě podotknout, že držák je zbytečně dost velký a ve výhledu na předním okně, docela brání (vlastním osob.vozidlo Octávia). Pokud bych měl tento doporučit dalším zákazníků, tak pouze těm, kteří vlastní vozidlo, s velkým čelním sklem, např.tranzity.
",e59bf7e122d6241157d87042b2584816dd203855757898fc06425e5d387a198d
